type,local_X,local_Y,local_Z,phi_rad,phi_deg,radial_distance
center,1116.9328305704012,-1.352094979541059e-13,-2.8421709430404007e-13,0,0,0
edge,918.3828305702206,0.0,-2.8421709430404007e-13,0.0,0.0,19.85500000001805 
edge,918.3828305702207,-64.51280568710237,-2.8421709430404007e-13,0.3141592653589793,18.0,20.876782462269762 
edge,918.3828305702207,-144.2550189355955,-2.8421709430404007e-13,0.6283185307179586,36.0,24.542129693280614 
edge,949.2795524864915,-230.754940862419,-2.8421709430404007e-13,0.9424777960769379,54.0,28.522879304989377 
edge,1024.1401482172862,-285.586510848515,-2.8421709430404007e-13,1.2566370614359172,72.0,30.028342790922544 
edge,1116.9328305704012,-294.15000000000015,-2.8421709430404007e-13,1.5707963267948966,90.0,29.415 
edge,1209.7253977335702,-285.58615633031485,-2.8421709430404007e-13,1.8849555921538759,108.0,30.02830551467302 
edge,1284.586060206824,-230.754874180175,-2.8421709430404007e-13,2.199114857512855,126.0,28.5228710626107 
edge,1315.3315758025715,-144.14512591407328,-2.8421709430404007e-13,2.5132741228718345,144.0,24.523433575762528 
edge,1315.4828305706453,-64.51280568712296,-2.8421709430404007e-13,2.827433388230814,162.0,20.87678246227648 
edge,1315.4828305706455,-1.0678778852370588e-13,-2.8421709430404007e-13,3.141592653589793,180.0,19.85500000002446 
edge,1315.4828305706453,64.5128056871227,-2.8421709430404007e-13,3.4557519189487724,198.0,20.87678246227648 
edge,1315.3315758025715,144.145125914073,-2.8421709430404007e-13,3.7699111843077517,216.0,24.523433575762528 
edge,1284.586060206824,230.7548741801747,-2.8421709430404007e-13,4.084070449666731,234.0,28.5228710626107 
edge,1209.7253977335702,285.58615633031457,-2.8421709430404007e-13,4.39822971502571,252.0,30.02830551467302 
edge,1116.9328305704012,294.14999999999986,-2.8421709430404007e-13,4.71238898038469,270.0,29.415 
edge,1024.1401482172862,285.5865108485147,-2.8421709430404007e-13,5.026548245743669,288.0,30.028342790922544 
edge,949.2795524864915,230.75494086241872,-2.8421709430404007e-13,5.340707511102648,306.0,28.522879304989377 
edge,918.3828305702207,144.25501893559522,-2.8421709430404007e-13,5.654866776461628,324.0,24.542129693280614 
edge,918.3828305702207,64.5128056871021,-2.8421709430404007e-13,5.969026041820607,342.0,20.876782462269762 
